,pathway_id,pathway_name,metabolite,genes_uniprot,genes_symbol,q_value
35,R-HSA-74160,Gene expression (Transcription),CHEBI:16027,['O00268'],,0.07352260713520299
36,R-HSA-74160,Gene expression (Transcription),CHEBI:16680,"['O00422', 'Q9UBC3', 'Q9BTM1', 'Q9Y2W6']",,0.07352260713520299
37,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,CHEBI:16556,"['Q11201', 'Q969X2', 'Q9UNP4', 'P61647', 'Q11206']",,0.07352260713520299
38,R-HSA-983169,Class I MHC mediated antigen processing & presentation,CHEBI:16027,"['Q8WXK4', 'Q6ZMZ0', 'Q8WVD3', 'Q9Y508', 'Q9Y252', 'Q8N461', 'Q13042']",,0.0
39,R-HSA-168256,Immune System,CHEBI:16027,"['Q8WXK4', 'Q6ZMZ0', 'Q8WVD3', 'Q9Y508', 'Q9Y252', 'P05161', 'Q8N461', 'Q13042']",,0.07393261368353625
40,R-HSA-372790,Signaling by GPCR,CHEBI:29105;CHEBI:28790;CHEBI:30616;CHEBI:16335;CHEBI:16359;CHEBI:16755;CHEBI:16325;CHEBI:15555;CHEBI:18357;CHEBI:15552;CHEBI:15551;CHEBI:18397;CHEBI:18243;CHEBI:18295;CHEBI:28918;CHEBI:28834,"['P50150', 'P63092', 'P09683', 'Q5JWF2']",,0.07770453814342371
41,R-HSA-1614635,Sulfur amino acid metabolism,CHEBI:16680,['P23526'],,0.10720668398261428
42,R-HSA-1614635,Sulfur amino acid metabolism,CHEBI:16335,['P23526'],,0.10720668398261428
43,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",CHEBI:16556,"['Q11201', 'Q969X2', 'Q9UNP4', 'P61647', 'Q11206']",,0.06348623162248744
44,R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,CHEBI:16027,['O95396'],,0.08081587094833177
45,R-HSA-6782315,tRNA modification in the nucleus and cytosol,CHEBI:16027,"['Q96S44', 'Q14657']",,0.07352260713520299
46,R-HSA-418555,G alpha (s) signalling events,CHEBI:29105;CHEBI:28790;CHEBI:30616;CHEBI:16335;CHEBI:16359;CHEBI:16755;CHEBI:15555;CHEBI:16325;CHEBI:18357;CHEBI:15552;CHEBI:15551;CHEBI:18243;CHEBI:18397;CHEBI:18295;CHEBI:28918;CHEBI:28834,"['P50150', 'P63092', 'P09683', 'Q5JWF2']",,0.015858783339643523
