,symbol,protein_coding,profile,p-value continuous,p-value sigmoid,q-value continuous,q-value sigmoid,gtex r/l,p-value mannwhitney,q-value mannwhitney
ENSG00000001629,ANKIB1,yes,unclassified,0.3743068247521518,0.7203039061720269,0.8287533056827475,0.9487398656766938,0.7816362566215421,3.54699997757701e-25,1.7483768413715902e-24
ENSG00000001630,CYP51A1,yes,unclassified,0.8354915301787433,0.8491785368846755,0.8473279230351473,0.8614141932808385,1.6437598736176935,5.29515518605444e-29,2.99917288815969e-28
ENSG00000001631,KRIT1,yes,unclassified,0.4031424682489875,0.599792447909418,0.8468773483153721,0.9283764013165752,0.7644817073170732,2.1350400155364e-28,1.18217250384061e-27
ENSG00000002016,RAD52,yes,unclassified,0.5581487924976202,0.6806624486142511,0.8468773483153721,0.9487398656766938,0.8175265553869498,1.41006725602641e-08,3.8722733596045e-08
ENSG00000002330,BAD,yes,sigmoid,0.306183030036145,0.051655433716749855,0.7182950842545729,0.1842718493397569,0.7529499750706332,5.72003944471129e-37,4.6729004907446004e-36
ENSG00000002549,LAP3,yes,continuous,8.062244986162259e-05,5.06632366313875e-05,0.001998207353599656,0.0032707634323528067,0.9917156600748264,0.962502848253031,1.0
ENSG00000002586,CD99,yes,sigmoid,0.255246317692292,0.031138223852127167,0.6436472627020776,0.12681921041215097,,1.34296450914692e-42,1.53031600957569e-41
ENSG00000002586,CD99,yes,sigmoid,0.255246317692292,0.031138223852127167,0.6436472627020776,0.12681921041215097,,1.0,1.0
ENSG00000002587,HS3ST1,yes,sigmoid,0.10922180873025211,0.0033673506780298457,0.3719974743962739,0.026036595851741683,1.116289592760181,0.0017760466235588,0.0036391383751492
ENSG00000002726,AOC1,yes,sigmoid,0.010714374139911387,0.00047367421772626095,0.06915212400432996,0.008625687788560928,302.3052464228935,3.81689573588266e-63,2.4656527975326302e-61
ENSG00000002745,WNT16,yes,unclassified,0.242563677039479,0.15436046971414508,0.7245887338588033,0.4086862707266572,0.4274545710663474,8.31703116892077e-28,4.50678117117451e-27
ENSG00000002746,HECW1,yes,unclassified,0.7966300957335387,0.7688435408448873,0.8468773483153721,0.9125019971332021,0.8418134004116168,0.0011324389958063,0.0023612962854612
ENSG00000002822,MAD1L1,yes,unclassified,0.8061831571772327,0.5791169742843973,0.8468773483153721,0.9168024712738062,0.7438572871087176,1.09582861160716e-38,9.81252724203925e-38
ENSG00000002834,LASP1,yes,unclassified,0.36611971972561563,0.6104739131479056,0.8208319068954986,0.934612136292467,1.819632640770852,1.4482714083204e-59,6.33979389118326e-58
ENSG00000002919,SNX11,yes,unclassified,0.13969959109958285,0.7330882391363633,0.5172062049531075,0.938049368920467,0.788219895287958,1.6975619012256599e-28,9.43779483943695e-28
ENSG00000002933,TMEM176A,yes,continuous,0.0011025820415019316,0.0014550997458820936,0.013467617418380986,0.015767264646752377,2.082034570699915,1.39388620545658e-39,1.31769936966714e-38
ENSG00000003056,M6PR,yes,unclassified,0.4587278004575188,0.7138806286277948,0.8468773483153721,0.9487398656766938,0.8390688259109311,1.19464239065736e-06,3.00615760819473e-06
ENSG00000003096,KLHL13,yes,sigmoid,0.013460907601622885,0.007785018341248673,0.08181808102466606,0.046245247175659275,0.4713088330109607,4.45059629489107e-39,4.07682801586665e-38
ENSG00000003137,CYP26B1,yes,unclassified,0.7948456136899762,0.8365901655787915,0.8468773483153721,0.8571390872170663,0.7048447204968944,5.87270049796085e-12,1.8314412074240898e-11
ENSG00000003147,ICA1,yes,unclassified,0.3946156490688335,0.1721844590161361,0.8468773483153721,0.44137501853094474,3.281589568457001,7.62950680991846e-69,1.15713495538581e-66
ENSG00000003249,DBNDD1,yes,unclassified,0.26466168019028247,0.6209099392489635,0.7438590230112647,0.9378697047645006,0.8659611992945327,0.003783337470952,0.007507890285022
ENSG00000003393,ALS2,yes,continuous,0.00020342913082660452,0.0005491344979419166,0.003917841944533748,0.009276003810038477,0.6335993098986413,9.631366978406618e-40,9.19442250753151e-39
ENSG00000003400,CASP10,yes,sigmoid,0.348553690198911,0.01596366492259671,0.773305516415976,0.0773548934914281,2.8560693641618498,4.0564340299471105e-58,1.5464600581519e-56
ENSG00000003402,CFLAR,yes,unclassified,0.33944897852321754,0.752886609020591,0.8180179257585232,0.930262733249181,0.575070821529745,3.75790324535272e-46,5.41543645321125e-45
ENSG00000003436,TFPI,yes,unclassified,0.42531233093394916,0.40060482968074973,0.8468773483153721,0.7605309736288094,0.8129198966408269,2.25495239245602e-05,5.30030144789e-05
ENSG00000003509,NDUFAF7,yes,unclassified,0.04028962969774652,0.0592679153991964,0.5009615437032369,0.20392009491320434,0.5389485801995395,6.91192392282252e-51,1.4058863334711899e-49
ENSG00000003756,RBM5,yes,unclassified,0.5527311242388104,0.7808172323501184,0.8468773483153721,0.9073065699298891,0.7102908277404921,9.22752501497788e-33,6.15238147964354e-32
ENSG00000003987,MTMR7,yes,sigmoid,0.15903367638455812,0.01850334960916289,0.553321832602232,0.08639610874214845,0.7350552050473187,1.04692986944037e-25,5.254702949916861e-25
ENSG00000003989,SLC7A2,yes,unclassified,0.2524610331110353,0.6489745076597295,0.6387224504893948,0.945880631315182,0.5947050084889643,2.1666291441513702e-17,8.13659483397391e-17
ENSG00000004059,ARF5,yes,continuous,4.4782556440914334e-08,0.00038308883053517206,1.8992517884257248e-05,0.00785478319707994,0.9737598849748382,0.0019144793638447,0.0039110775755016
ENSG00000004139,SARM1,yes,unclassified,0.699145497094099,0.5022906030293539,0.8468773483153721,0.8593856698436592,0.6487247432924809,3.2156184898799596e-48,5.40094236460037e-47
ENSG00000004142,POLDIP2,yes,unclassified,0.3518833883426412,0.31099478516818246,0.7766789289418117,0.6559664951161512,0.7862051792828685,2.06144645642155e-36,1.63570530384214e-35
ENSG00000004399,PLXND1,yes,sigmoid,0.035298613633375386,0.004658632693435583,0.19464183892467393,0.032657035444718506,0.7318119423472889,3.6975436421645304e-09,1.04001916696129e-08
ENSG00000004455,AK2,yes,sigmoid,0.03275211053369509,0.022525855413317086,0.156965596492179,0.09959029255910073,1.1517452704503064,4.99066043774288e-18,1.9167611547739e-17
ENSG00000004468,CD38,yes,sigmoid,0.1317733118787383,0.00036252073361331405,0.4219468893776568,0.008228710060439674,2.55939393939394,8.727033068669811e-47,1.32287315769057e-45
ENSG00000004478,FKBP4,yes,unclassified,0.6860217131731221,0.7197604183072825,0.8468773483153721,0.9487398656766938,1.0135331781140862,0.496393769460592,0.613020969669446
ENSG00000004487,KDM1A,yes,unclassified,0.7713207901345001,0.6327786776769166,0.8468773483153721,0.9403042422080184,0.7772495157598169,2.88157278035471e-33,1.96109281294888e-32
ENSG00000004534,RBM6,yes,unclassified,0.7309080630856785,0.6246508911271029,0.8468773483153721,0.9387139905593341,0.6409414556962025,1.4151194955687298e-36,1.1308165570291e-35
ENSG00000004660,CAMKK1,yes,unclassified,0.699366523970765,0.7318099344106404,0.8468773483153721,0.938049368920467,0.5970708446866485,3.13482803146585e-39,2.89675756490403e-38
ENSG00000004700,RECQL,yes,unclassified,0.1369340809998003,0.5848852696758842,0.6039490009285118,0.9209946209633688,0.6453569762015866,3.02226364866018e-25,1.49209731112491e-24
ENSG00000004766,VPS50,yes,unclassified,0.5209237226124508,0.5842602804893835,0.8468773483153721,0.9205444962151822,0.8560663558495066,6.926565717366851e-14,2.31257051135608e-13
ENSG00000004776,HSPB6,yes,continuous,0.0010121648192624733,0.026116221327839417,0.012644998625762805,0.11102321891834872,0.2657488114104596,6.806571890053901e-47,1.03796501885131e-45
ENSG00000004777,ARHGAP33,yes,unclassified,0.25794335201603025,0.48161800267536237,0.6470062351891586,0.8421130227965868,0.7326732673267327,5.39868080932426e-22,2.3707047365131e-21
ENSG00000004779,NDUFAB1,yes,unclassified,0.3978987909571329,0.7634444958553701,0.830341435246015,0.9259028820998372,0.923414768048312,7.54737267940775e-05,0.0001714315120282
ENSG00000004799,PDK4,yes,unclassified,0.019898260675639157,0.07752279531460005,0.5009615437032369,0.248380275612463,0.4106334841628959,7.72579417715888e-14,2.57417318613676e-13
ENSG00000004809,SLC22A16,yes,unclassified,0.5270613717285328,0.7669966709047491,0.8468773483153721,0.9125019971332021,0.7935040929495643,0.0084166240708937,0.0160798603159031
ENSG00000004838,ZMYND10,yes,sigmoid,0.1815666392859946,0.03223937135145849,0.5186331015124227,0.12969633225330623,0.830685853111568,5.55384953688089e-05,0.0001272640325992
ENSG00000004848,ARX,yes,sigmoid,0.09716541490156827,0.0020097695695631135,0.3947759312397558,0.019041414687289322,,7.73613407198753e-50,1.47313835196124e-48
ENSG00000004864,SLC25A13,yes,sigmoid,0.01857516333496778,0.0005221442476729399,0.10430569069907343,0.009073337768336931,1.4423076923076923,2.7051839070724198e-43,3.2268525198853e-42
ENSG00000004866,ST7,yes,unclassified,0.7345091466185008,0.8037909621030379,0.8468773483153721,0.8699955013549866,0.5720713073005094,2.12600584038964e-45,2.9011922730969903e-44
ENSG00000004897,CDC27,yes,continuous,0.0029649473900319467,0.2730425924124993,0.027493148525750778,0.6034495912396927,0.6881559220389805,1.0762621159315599e-29,6.274223676257399e-29
ENSG00000004948,CALCR,yes,unclassified,0.7396909741121818,0.7825817764230865,0.8468773483153721,0.9047706030159838,0.9605263157894736,0.664973859763064,0.764720623801452
ENSG00000004961,HCCS,yes,unclassified,0.8180226083066917,0.7705972386903874,0.8468773483153721,0.9125019971332021,1.0730394669400307,0.0018396167409941,0.0037638670466332
ENSG00000004975,DVL2,yes,unclassified,0.7949263884977492,0.7967273523943155,0.8468773483153721,0.871683647577821,0.630731102850062,1.339865661508e-50,2.6765183309143298e-49
ENSG00000005001,PRSS22,yes,unclassified,0.44235948312624984,0.7710703498534484,0.8468773483153721,0.9125019971332021,8.099491459121138,2.45675747093575e-46,3.59797965692304e-45
ENSG00000005007,UPF1,yes,unclassified,0.6871239766400883,0.8170826590344691,0.8468773483153721,0.8582845016035787,0.8380074524416553,6.71163289356364e-28,3.64925832136841e-27
ENSG00000005020,SKAP2,yes,unclassified,0.584730961007693,0.8153511018540209,0.8468773483153721,0.8582845016035787,1.0394121576486306,0.0337606567632419,0.0595105813071035
ENSG00000005022,SLC25A5,yes,unclassified,0.7325569168897332,,0.8468773483153721,,1.4615500603136309,1.95727212815015e-28,1.08514184253943e-27
ENSG00000005059,MCUB,yes,continuous,0.00020347689920419132,0.006183898322702719,0.003917841944533748,0.0398479429702827,0.8953951108584424,0.0045262476112944,0.0089089948486802
ENSG00000005073,HOXA11,yes,continuous,0.007387780129448407,0.626492891255261,0.12761143040320527,0.9392148312064917,0.4015315138425289,2.74336932330059e-26,1.4061499866046101e-25
ENSG00000005075,POLR2J,yes,sigmoid,0.05715409950396921,0.003062585239340665,0.23611778200614403,0.024592239022029973,0.8338244580088402,6.15270289876509e-27,3.23109528499036e-26
ENSG00000005100,DHX33,yes,unclassified,0.5838098476506666,0.49833946129434714,0.8468773483153721,0.8562588559655928,0.8303939122649955,8.151325834739089e-22,3.5529086201819e-21
ENSG00000005102,MEOX1,yes,unclassified,0.3493438928862054,0.7609716705134324,0.7742060200431912,0.9259028820998372,0.6129330254041571,1.9556917146103598e-12,6.20610766815715e-12
ENSG00000005108,THSD7A,yes,unclassified,0.42293426895877106,0.8262087821901147,0.8468773483153721,0.8575170898334786,0.5345673505798395,5.56058452585676e-22,2.44045690132613e-21
ENSG00000005156,LIG3,yes,unclassified,0.4588057543854628,0.22262724603834738,0.8468773483153721,0.5271681846407716,0.726341463414634,2.38912131351182e-32,1.56378594899771e-31
ENSG00000005175,RPAP3,yes,unclassified,0.7157995496734908,0.702410318186196,0.8468773483153721,0.9487398656766938,0.5879781420765028,2.95592753264139e-46,4.29633290050297e-45
ENSG00000005187,ACSM3,yes,unclassified,0.5048820886208598,0.5662103930689228,0.8468773483153721,0.9085976993626169,2.139593908629441,2.98076006706456e-20,1.23452924920655e-19
ENSG00000005189,REXO5,yes,sigmoid,0.09804823063187351,0.03586956130761598,0.346599097359788,0.14026065429995296,0.917372027408303,0.0806421949347554,0.132285528623722
ENSG00000005194,CIAPIN1,yes,unclassified,0.045136671117264604,0.6176041600526376,0.5022958060178532,0.9363815521058702,1.026725663716814,0.0058384747460145,0.011358853562441
ENSG00000005206,SPPL2B,yes,unclassified,0.6612734658777976,0.793494200405191,0.8468773483153721,0.885735530371167,1.237575095576188,4.9699235337909494e-18,1.90905947826204e-17
ENSG00000005238,ATOSB,yes,unclassified,0.3699497364562926,0.7739756675376999,0.8422927540027233,0.9125019971332021,0.8490491283676704,9.018422906377859e-12,2.7931038104082297e-11
ENSG00000005243,COPZ2,yes,unclassified,0.3874624077220249,0.7594582231998647,0.8378296206692812,0.930262733249181,0.3796823752805109,9.50538252264778e-56,2.95391934708541e-54
ENSG00000005249,PRKAR2B,yes,unclassified,0.0889862211542799,0.16721691378841097,0.32183616250502134,0.43217255577920544,0.7096399535423925,8.542440846480551e-14,2.84321814636901e-13
ENSG00000005302,MSL3,yes,unclassified,0.6927893903389395,0.6460133150684303,0.8468773483153721,0.9449178243549405,0.8096885813148789,5.41789210101337e-17,2.0102965817967e-16
ENSG00000005339,CREBBP,yes,unclassified,0.1821333252579942,0.4479458330651208,0.5939449885531443,0.8112887654183933,0.6112462006079027,4.80392860028791e-48,7.9703230370948e-47
ENSG00000005379,TSPOAP1,yes,unclassified,0.2031246363702841,0.5732241126585539,0.5554991752491937,0.9122446507117852,0.4250559284116331,2.5829517059481503e-46,3.7758586580430703e-45
ENSG00000005381,MPO,yes,unclassified,0.6511649663693371,0.7666865718140097,0.8468773483153721,0.9125019971332021,0.571215139442231,2.0231655595326299e-13,6.64854800837228e-13
ENSG00000005421,PON1,yes,unclassified,0.49615526227963025,0.06948097768281314,0.8468773483153721,0.22983485967492132,1.1987062866383666,0.0292934273459348,0.0521034469058498
ENSG00000005436,GCFC2,yes,continuous,0.019356919105284365,0.607572518004054,0.10753399114124881,0.9333370222241287,0.6511867345832881,8.32355488811871e-43,9.614291576377689e-42
ENSG00000005448,WDR54,yes,continuous,4.681660518035535e-06,0.0011814366787012975,0.0002947251597994558,0.01389783468171541,0.7233250620347396,1.05142429995999e-20,4.4166130732529303e-20
ENSG00000005469,CROT,yes,unclassified,0.6149922489503821,0.7838724206944192,0.8468773483153721,0.8956225559550417,1.177343149104494,1.60528277651217e-19,6.4830425184858e-19
ENSG00000005471,ABCB4,yes,unclassified,0.7141135555789617,0.7601849279550896,0.8468773483153721,0.930262733249181,0.5221742336458444,8.93046738427857e-22,3.88553302244106e-21
ENSG00000005483,KMT2E,yes,sigmoid,0.46689816925479843,0.007352420210954169,0.8468773483153721,0.04462960607146418,0.867218045112782,3.92305552090615e-14,1.32077149106246e-13
ENSG00000005486,RHBDD2,yes,unclassified,0.11331270298513307,0.0794444158776596,0.4647868468588457,0.2531842171185622,0.8623624662653104,1.62583112441334e-16,5.93553849731042e-16
ENSG00000005513,SOX8,yes,unclassified,0.2262076554023693,0.7482928584897138,0.6608908329706706,0.938049368920467,0.488538681948424,1.9585482770790298e-33,1.34521849604494e-32
ENSG00000005700,IBTK,yes,continuous,2.0096410578984703e-06,0.055136083874100295,0.00017136177401635847,0.1933782650087052,0.9524361948955918,0.0096951596784142,0.018399671771612
ENSG00000005801,ZNF195,yes,sigmoid,0.6451826436733173,0.020989783642826665,0.8468773483153721,0.09480699360644466,1.4067535138841278,4.6220479923174205e-35,3.4354822825304596e-34
ENSG00000005810,MYCBP2,yes,unclassified,0.7768779974486874,0.7671810068597553,0.8468773483153721,0.9125019971332021,0.629502688172043,3.99487373291183e-31,2.48457641692676e-30
ENSG00000005812,FBXL3,yes,unclassified,0.6386125989393002,0.3502810576416101,0.8468773483153721,0.7035305988225559,0.7814207650273224,3.37170230669725e-16,1.21968255132344e-15
ENSG00000005844,ITGAL,yes,sigmoid,0.07899095779364762,0.0016941678642469205,0.296257453060839,0.017236874558209197,3.724163568773234,1.44389078510058e-49,2.67733808600726e-48
ENSG00000005882,PDK2,yes,sigmoid,0.12968371868807527,0.02175967169651316,0.4179965620754042,0.09719480849806156,0.7866972477064219,6.55700260090165e-13,2.11798128458895e-12
ENSG00000005884,ITGA3,yes,unclassified,0.5929805113887163,0.536747193206135,0.8468773483153721,0.8872182430893826,1.232684283727399,1.6915419229965502e-15,5.962487643564891e-15
ENSG00000005889,ZFX,yes,unclassified,0.8098114149841953,0.7007157560885741,0.8468773483153721,0.9487398656766938,0.6309677419354839,1.2201615813075701e-37,1.0349677558893499e-36
ENSG00000005893,LAMP2,yes,sigmoid,0.16163985984410512,0.0020816482041736695,0.48080250669021746,0.019436756928425756,0.8522659511031605,4.90937868025838e-10,1.4290557644793e-09
ENSG00000005961,ITGA2B,yes,unclassified,0.036693928198724746,0.8007606435462304,0.4055311365339193,0.871683647577821,0.5978043912175649,1.34880235703978e-22,6.05393694840863e-22
ENSG00000005981,ASB4,yes,unclassified,0.42639453177669706,0.14815706921588523,0.8468773483153721,0.39702349974778955,0.8148722401389235,0.0030972276869608,0.006199676107031
ENSG00000006007,GDE1,yes,unclassified,0.15328956748458422,0.6240767502342374,0.6253233264118023,0.9388089124063679,0.6919852209748472,2.08352900058707e-33,1.42947761659209e-32
ENSG00000006015,REX1BD,yes,unclassified,0.39566728750728786,0.7179566009618772,0.828341647891329,0.9487398656766938,0.8225113858165257,7.90048873429179e-13,2.5454596647637697e-12
ENSG00000006016,CRLF1,yes,unclassified,0.8161114830836025,0.8143214881741647,0.8468773483153721,0.8582845016035787,0.9396734693877552,0.151397190539001,0.231023933605458
ENSG00000006025,OSBPL7,yes,unclassified,0.7922577956189283,0.8130620411438594,0.8468773483153721,0.8582845016035787,3.044915254237288,1.21167799326854e-50,2.4265297394437398e-49
ENSG00000006042,TMEM98,yes,sigmoid,0.037403447610422136,0.008375966054666284,0.1733991190883031,0.0485914575007206,1.3869333333333336,1.3452933507494099e-33,9.30765560745961e-33
ENSG00000006047,YBX2,yes,unclassified,0.568592443810715,0.811542770498514,0.8468773483153721,0.8582845016035787,6.6574905824398725,9.740254565558799e-50,1.8341188531293298e-48
ENSG00000006062,MAP3K14,yes,unclassified,0.5567817339674002,0.4548283572369368,0.8468773483153721,0.8175344418057633,0.4783114992721979,1.92250602519293e-56,6.32297164314042e-55
ENSG00000006071,ABCC8,yes,sigmoid,0.16454916279719023,0.007410928796419025,0.48642376352531436,0.04490019867785301,0.7749827705031012,2.12194861426746e-07,5.53473773287736e-07
ENSG00000006118,TMEM132A,yes,unclassified,0.4275848482417355,0.7848316654789326,0.8468773483153721,0.8956369900427996,0.7796012887635925,1.9089856699898897e-11,5.84295131336143e-11
ENSG00000006125,AP2B1,yes,unclassified,0.32021870004847497,0.8750600743821204,0.778096482629993,0.8800841337208095,0.9349721059972104,0.0001013825294004,0.0002285232063901
ENSG00000006128,TAC1,yes,continuous,0.006900848443251784,0.02100487022578823,0.05052888392160188,0.09483716259251453,0.3394985465116279,2.4062120137437e-29,1.38323113732699e-28
ENSG00000006194,ZNF263,yes,unclassified,0.11128211580578296,0.348295516094731,0.42160714618932216,0.7012906718369171,0.7471667566109012,1.4668180187954202e-35,1.11566522326286e-34
ENSG00000006210,CX3CL1,yes,unclassified,0.05255862352185037,0.4096145264587633,0.23519705627760465,0.771365705586519,0.5534495548961423,4.17608460895245e-24,1.97692799219222e-23
ENSG00000006282,SPATA20,yes,unclassified,0.6296979709788251,0.8200737671781265,0.8468773483153721,0.8582845016035787,0.9262648008611408,0.0002180463751481,0.000480204532238
ENSG00000006283,CACNA1G,yes,unclassified,0.7906378423012965,0.8276668113899082,0.8468773483153721,0.8575170898334786,0.4078811813186813,1.29638624257817e-24,6.26018388622732e-24
ENSG00000006327,TNFRSF12A,yes,unclassified,0.3930449187147471,0.1715214710596602,0.8468773483153721,0.440100273972534,0.9150076569678408,0.742327809121758,0.835481790895597
ENSG00000006377,DLX6,yes,unclassified,0.2660612934947889,0.2333184150574643,0.6596682778403106,0.5439258754616078,0.3412806539509537,2.4838942445951798e-29,1.42729938714703e-28
ENSG00000006432,MAP3K9,yes,unclassified,0.1369853899499781,0.10215285280002417,0.4332986348250927,0.30396886553271596,5.293731539218904,6.87417187664724e-61,3.38630322110602e-59
ENSG00000006451,RALA,yes,unclassified,0.6338640131494471,0.3101203962480116,0.8468773483153721,0.6549432440403745,1.0558938668986515,0.0035391308927865,0.0070430547143655
ENSG00000006453,BAIAP2L1,yes,unclassified,0.3184187013652575,0.5577216245614384,0.7758747794379331,0.9024339057662791,9.831566994700983,5.99276175253127e-64,4.27169874449588e-62
ENSG00000006459,KDM7A,yes,unclassified,0.2025619780839898,0.4111245487125973,0.6762585891962278,0.7727645471252879,1.1095123900879296,2.22073793613208e-06,5.51705005026883e-06
ENSG00000006468,ETV1,yes,continuous,4.34177314434514e-07,0.00023894873262764182,6.303785224708674e-05,0.008408073744600602,0.4577395577395577,7.02766591195508e-27,3.68365061555174e-26
ENSG00000006530,AGK,yes,sigmoid,0.005255128082703453,0.0001088449522633761,0.041312997161389683,0.005770214640383451,0.8256392045454546,3.2109622929483802e-24,1.52574015372321e-23
ENSG00000006534,ALDH3B1,yes,unclassified,0.47065672409640125,0.6547962255221587,0.8468773483153721,0.947117541170504,0.8112421929215823,1.71382756762951e-14,5.841813731043481e-14
ENSG00000006555,TTC22,yes,unclassified,0.15521499994784738,0.40179297577860695,0.46896230580418224,0.762068447410619,8.214285714285715,8.73373738445026e-53,2.07693261456465e-51
ENSG00000006576,PHTF2,yes,unclassified,0.6993075048439945,0.45776230233554027,0.8468773483153721,0.8206703706429224,0.8219641672196417,7.82734997081311e-13,2.5223318933082697e-12
ENSG00000006606,CCL26,yes,unclassified,0.7364561238436991,0.7591042061612052,0.8468773483153721,0.930262733249181,0.9226404899135446,0.656122288486369,0.757522512252073
ENSG00000006607,FARP2,yes,unclassified,0.8502376657872499,0.15675776606042668,0.8525789919514181,0.41340339679755134,1.3685082872928176,3.62222591047217e-37,2.9955148131750398e-36
ENSG00000006611,USH1C,yes,unclassified,0.23187847638597936,0.7758524296047771,0.6691998234308224,0.9125019971332021,17.998014559894113,8.71141406047623e-61,4.26500134173123e-59
ENSG00000006625,GGCT,yes,unclassified,0.21231632324056426,0.705733510394378,0.6412458674555326,0.9487398656766938,1.1136941518343624,5.49861603344825e-06,1.33974006493581e-05
ENSG00000006634,DBF4,yes,sigmoid,0.17264669047938153,0.04513143723317603,0.648403483180936,0.16662960880867467,1.6085951940850276,1.43408795076762e-48,2.4673474351477503e-47
ENSG00000006638,TBXA2R,yes,unclassified,0.6243436701006984,0.6748984087464316,0.8468773483153721,0.9487398656766938,0.8667282240689442,0.012571823692971,0.0235357460093177
ENSG00000006652,IFRD1,yes,unclassified,0.0241488122779836,0.5592698546070035,0.3245820846494079,0.9039942978171249,0.6542984590429846,4.11926404212459e-37,3.39448522047984e-36
ENSG00000006695,COX10,yes,unclassified,0.7139324026466454,0.6995186068718642,0.8468773483153721,0.9487398656766938,0.986870897155361,0.660391148060689,0.760955698055438
ENSG00000006704,GTF2IRD1,yes,continuous,0.008727452835771587,0.2853104283518113,0.05942189687422683,0.6201028810947796,0.5347953216374269,3.57060662844285e-40,3.49566060334153e-39
ENSG00000006712,PAF1,yes,continuous,0.034895236883728975,0.18446545888837107,0.16443615135034392,0.462124255471007,0.6911965113109839,2.81531934906319e-43,3.35535807877993e-42
ENSG00000006715,VPS41,yes,continuous,0.0034556053198662173,0.2590878703330428,0.10275006519366045,0.5829403237161264,0.7160356347438752,2.3794352468765002e-36,1.8826682652951202e-35
ENSG00000006740,ARHGAP44,yes,continuous,0.027888929650699112,0.06601140548727402,0.1398438053051235,0.22128387362872787,2.545133437990581,1.18640311396287e-51,2.55072099382164e-50
ENSG00000006744,ELAC2,yes,unclassified,0.4342834703823353,0.4255916402015124,0.8468773483153721,0.7885056757364307,0.7150837988826816,7.07249444531986e-44,8.75636939832824e-43
ENSG00000006747,SCIN,yes,unclassified,0.4600127947840993,0.32158029452294656,0.8468773483153721,0.6684622760907787,13.01494768310912,6.804349474103869e-50,1.29925130755443e-48
ENSG00000006756,ARSD,yes,unclassified,0.8358420887505776,0.73298959929581,0.8468773483153721,0.938049368920467,1.785247567881516,1.70626844698819e-32,1.12447704370943e-31
ENSG00000006757,PNPLA4,yes,unclassified,0.36424665643675713,0.6023959967023284,0.7940212518780979,0.9297836302820642,1.1787709497206706,2.85009553111118e-14,9.64835214883897e-14
ENSG00000006788,MYH13,yes,unclassified,0.4022642140318905,0.45247189245856145,0.8468773483153721,0.814850026218946,22.317309123381456,1.58822391170613e-46,2.3537849491251802e-45
ENSG00000006831,ADIPOR2,yes,unclassified,0.6224441065110168,0.39529595162815956,0.8468773483153721,0.7559736034697305,0.9921236872812136,0.457020461154803,0.57379950057212
